Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score,Month,DayOfWeek,Num_Channels,Campaign_Type_Influencer,Campaign_Type_Paid Ads,Campaign_Type_SEO,Campaign_Type_Social Media,Target_Audience_Premium Shoppers,Target_Audience_Tier 2 City Customers,Target_Audience_Working Women,Target_Audience_Youth,Language_English,Language_Hindi,Language_Tamil,Customer_Segment_Premium Shoppers,Customer_Segment_Tier 2 City Customers,Customer_Segment_Working Women,Customer_Segment_Youth
24,28063,4017,1888,715,170170,368.38,-0.35,23.59,9,1,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
8,81260,3462,2012,1348,614688,97.59,3.67,8.4,8,1,3,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
10,79340,10129,4572,3361,1347761,37.19,9.78,22.77,9,0,2,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
16,27505,3875,2301,1657,1068765,40.4,14.96,28.48,10,6,3,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
16,46525,6074,3112,1872,555984,66.38,3.47,23.77,8,1,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
15,86445,5626,1294,527,162316,365.01,-0.16,8.61,12,6,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
27,16946,2086,923,715,379665,118.73,3.47,21.98,3,6,3,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
5,75916,9290,4958,2809,1174162,29.42,13.21,22.47,8,6,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
19,22645,2597,523,306,101898,903.19,-0.63,15.13,6,6,3,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
29,48679,6665,3368,2233,895433,56.31,6.12,25.2,4,2,2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,87137,10507,2555,1044,259956,266.25,-0.06,16.19,4,3,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
30,14978,1012,322,218,56462,1096.95,-0.76,10.36,7,6,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
10,70828,10388,3829,2208,644736,125.79,1.32,23.19,7,3,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
9,66433,3425,1691,1139,874752,160.87,3.77,9.42,1,0,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
24,42229,1190,713,247,140543,834.66,-0.32,5.09,3,3,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
25,49020,1584,514,242,79860,1185.31,-0.72,4.77,4,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,18522,900,430,139,66303,999.09,-0.52,7.93,5,3,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
12,89084,9587,2969,1560,780000,180.02,1.78,15.85,8,5,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
26,32471,3269,1376,469,113029,591.12,-0.59,15.75,9,4,2,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
14,24900,1782,361,284,202208,311.68,1.28,9.75,1,4,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
10,87792,11813,4153,1480,744440,103.4,3.86,19.87,4,2,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5,34398,1503,662,517,389301,546.37,0.38,7.8,8,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16,67777,5658,1713,1113,614376,215.18,1.57,12.52,11,5,2,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
6,95342,11149,5905,2253,1489233,70.28,8.4,20.25,4,1,3,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
11,24632,1823,657,279,69750,910.2,-0.73,11.2,1,3,3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
28,52614,2895,1276,791,303744,264.47,0.45,9.43,3,2,3,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
18,72951,3591,1220,832,373568,176.28,1.55,7.74,9,0,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
17,90174,7963,4588,2168,904056,63.01,5.62,16.32,10,3,2,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
20,69527,1470,684,436,236312,632.17,-0.14,3.73,8,0,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
27,64785,2846,1413,519,144801,392.55,-0.29,7.38,1,1,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
7,86834,1955,466,211,62456,267.09,0.11,3.03,1,2,3,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
13,58906,2437,1417,1088,345984,139.48,1.28,8.39,12,5,2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
14,13620,1960,1082,848,612256,188.3,2.83,28.56,12,4,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5,29005,3993,1421,753,474390,121.12,4.2,21.26,4,4,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
27,19951,1710,704,300,88200,585.81,-0.5,13.6,3,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
21,44468,1465,626,311,163586,296.48,0.77,5.4,9,6,3,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
24,64761,4276,1922,1182,568542,115.84,3.15,11.4,9,4,3,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
9,60862,8855,1897,1461,495279,51.89,5.53,20.07,4,6,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
6,56693,6119,3163,1584,324720,141.83,0.45,19.17,8,2,3,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
28,18420,1121,381,169,73346,1498.4,-0.71,9.07,1,0,3,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
24,63440,8153,4431,2551,1890291,98.55,6.52,23.86,7,6,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
14,89928,5253,1768,1392,306240,107.74,1.04,9.36,11,1,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
5,23085,2365,1258,1000,276000,248.29,0.11,20.03,8,3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
14,85284,1728,1021,774,365328,179.2,1.63,4.13,12,0,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
5,68927,1512,549,397,238200,617.43,-0.03,3.57,11,5,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
27,45197,6661,2230,1106,298620,262.22,0.03,22.12,4,5,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
17,68430,10058,5780,3735,1098090,66.49,3.42,28.6,10,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
7,21227,978,392,270,75330,779.9,-0.64,7.73,10,6,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
25,99190,6000,2299,1383,290430,42.05,3.99,9.76,9,2,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
23,57580,5900,1922,863,444445,259.39,0.99,15.08,9,6,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
19,72747,2591,1509,1150,722200,170.52,2.68,7.22,11,6,2,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
25,50798,2247,519,234,162396,835.5,-0.17,5.91,12,5,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
19,63729,3862,2226,759,452364,177.76,2.35,10.74,9,0,3,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
12,41103,5371,3133,2371,1417858,40.23,13.86,26.46,7,2,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
6,32455,1418,649,310,200570,693.05,-0.07,7.32,6,6,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
17,48786,2474,1101,710,194540,296.56,-0.08,8.78,8,1,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7,89618,10975,2364,1522,1007564,73.89,7.96,16.58,9,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
12,33898,2751,1381,470,249100,199.13,1.66,13.58,5,2,2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
9,60822,6667,1717,549,204777,203.05,0.84,14.69,10,3,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
24,14200,1203,674,256,128768,535.61,-0.06,15.02,8,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
24,16944,2047,614,272,77248,777.21,-0.63,17.31,9,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
25,47594,3150,1301,918,272646,251.24,0.18,11.28,7,3,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10,81889,5197,1329,443,217513,556.36,-0.12,8.51,2,4,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
9,73302,7475,3789,1713,416259,136.98,0.77,17.7,8,3,2,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
25,72111,6934,3334,1234,768782,191.09,2.26,15.95,7,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
19,49136,7359,1507,580,156600,378.35,-0.29,19.22,4,1,2,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
9,82982,4555,1075,527,366792,372.08,0.87,7.42,11,6,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
9,28776,1235,353,109,78153,2255.83,-0.68,5.9,1,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
8,13089,950,541,296,218744,534.92,0.38,13.65,5,3,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
16,62587,7667,4326,2270,660570,69.0,3.22,22.79,2,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
26,86656,3010,1281,862,366350,101.97,3.17,5.95,3,1,3,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
16,55933,8245,3808,2884,1750588,89.13,5.81,26.71,1,5,2,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
27,64651,7581,3654,1341,569925,58.92,6.21,19.45,12,2,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
27,73064,8151,3300,1545,622635,117.35,2.43,17.79,8,6,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
22,94060,10164,4795,3568,2454784,43.56,14.8,19.7,8,1,2,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
10,23269,2496,1153,843,624663,149.06,3.97,19.3,4,1,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
20,42222,5165,2978,1101,447006,97.41,3.17,21.89,5,1,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
30,90849,1998,959,586,244362,237.5,0.76,3.9,12,0,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
20,34296,2031,1070,325,67275,184.32,0.12,9.99,3,1,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
9,19610,2578,743,502,322284,236.64,1.71,19.5,1,4,2,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
17,46533,3097,1587,1252,923976,201.55,2.66,12.76,4,0,3,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
20,23886,1402,812,489,257703,125.91,3.19,11.32,10,6,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6,29899,3937,1983,1026,388854,186.63,1.03,23.23,11,3,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
15,24737,1401,412,297,224829,302.11,1.51,8.53,9,5,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
17,92164,12076,6770,2580,768840,28.97,9.29,23.25,10,2,3,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
22,38155,1461,646,338,242346,664.67,0.08,6.41,12,0,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
27,79667,4395,2534,939,429123,197.68,1.31,9.88,8,6,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
26,76711,9884,5917,2491,500691,20.42,8.84,23.85,3,0,2,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
18,49902,1656,837,471,302382,346.83,0.85,5.94,11,0,3,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
14,83147,10028,3168,2302,982954,58.04,6.36,18.64,12,5,2,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
26,59579,7474,2401,1375,669625,138.88,2.51,18.88,9,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
8,23653,2965,756,349,252327,490.01,0.48,17.21,12,6,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
30,10132,521,251,161,124775,1611.25,-0.52,9.21,10,5,3,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
26,49637,4985,2340,722,280858,139.22,1.79,16.21,7,6,2,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
21,44119,4439,2169,771,390897,254.36,0.99,16.73,4,1,1,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
21,29024,2320,815,638,303050,276.79,0.72,13.0,5,5,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
16,23602,1376,552,270,96930,713.29,-0.5,9.31,7,6,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
10,59249,5997,1729,941,351934,79.64,3.7,14.63,7,3,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
25,25204,558,203,145,55245,1290.26,-0.7,3.59,12,2,1,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
8,43121,2984,1223,687,342813,379.83,0.31,11.35,11,1,3,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
11,69488,6305,2490,1314,829134,75.28,7.38,14.55,9,6,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
9,65368,2093,709,330,222750,477.81,0.41,4.79,12,4,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
23,49728,6147,1822,1188,361152,108.03,1.81,18.41,8,4,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
15,67946,9609,3364,2553,679098,49.79,4.34,22.85,11,4,1,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
7,57475,3835,1057,684,313272,438.02,0.05,9.7,5,2,2,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
18,98175,13875,7301,2679,1650264,85.39,6.21,24.3,5,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
23,33967,1606,576,238,102102,879.95,-0.51,7.12,7,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
11,44373,5041,1453,696,215064,405.47,-0.24,16.2,12,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
20,97687,12340,6528,2823,824316,98.43,1.97,22.2,8,6,3,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
14,90466,2182,949,416,273728,210.87,2.12,3.92,2,6,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
21,70402,4695,2452,805,185150,179.99,0.28,11.3,12,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
17,29224,1807,1062,637,383474,373.44,0.61,12.0,4,2,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
10,92414,4581,1139,487,222072,328.81,0.39,6.72,6,2,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
30,41959,4941,1993,1330,956270,43.41,15.56,19.7,3,3,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
17,37652,1984,703,256,203264,555.18,0.43,7.82,7,5,1,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
12,77295,8384,4903,1884,480420,101.25,1.52,19.63,7,2,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
26,72397,1965,726,303,90294,219.86,0.36,4.14,1,5,1,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
14,79299,4766,2283,1446,789516,108.23,4.04,10.71,9,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11,17681,1609,644,234,137124,578.89,0.01,14.07,2,2,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
23,58631,7845,4127,1752,569400,85.6,2.8,23.41,2,1,3,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
19,43102,2938,785,440,323840,146.89,4.01,9.66,8,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
24,15947,1504,485,156,39312,1763.37,-0.86,13.45,3,3,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,70573,6828,3826,2344,1247008,30.93,16.2,18.42,4,6,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
21,57952,5185,2154,1596,475608,72.65,3.1,15.42,12,1,2,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
21,10266,720,269,119,74851,1750.34,-0.64,10.79,11,1,1,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
26,16191,1074,351,149,49915,415.49,-0.19,9.72,3,1,3,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,48028,5145,3054,1656,907488,33.32,15.44,20.52,7,4,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
6,40871,3422,897,494,349752,328.49,1.16,11.78,11,6,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
27,66921,4377,2194,1585,1264830,162.2,3.92,12.19,4,0,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
14,22052,2462,1441,866,399226,141.7,2.25,21.63,4,6,2,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
6,94322,7521,4005,1859,1243671,120.49,4.55,14.19,2,2,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
6,94484,6264,1543,863,277886,200.24,0.61,9.18,4,4,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
12,54747,7021,3416,2706,1961850,107.9,5.72,24.01,1,2,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
6,92703,5447,1508,476,159936,369.56,-0.09,8.02,7,4,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
26,15240,753,371,170,114240,297.85,1.26,8.49,2,4,2,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
16,16704,1436,722,226,99214,1253.78,-0.65,14.27,1,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28,68806,3738,906,434,233058,306.48,0.75,7.38,2,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25,26001,3631,1679,647,439960,293.49,1.32,22.91,2,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,25750,3285,770,488,136152,164.46,0.7,17.64,8,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
15,34834,1663,913,702,478062,266.59,1.55,9.41,7,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
5,25563,2427,793,254,119126,856.9,-0.45,13.59,10,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25,99436,14632,6751,4000,2836000,26.04,26.23,25.53,3,1,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
18,43109,4219,1311,829,568694,218.08,2.15,14.75,5,3,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
21,17362,1246,429,313,84197,442.64,-0.39,11.45,8,5,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
9,91086,3333,940,550,396000,494.15,0.46,5.29,10,1,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10,18130,2703,1252,855,480510,279.55,1.01,26.53,9,3,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
21,94238,11719,2643,1958,1329482,100.59,5.75,17.32,7,0,3,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
19,39720,3304,1700,1195,483975,165.58,1.45,15.61,2,0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7,46629,4929,1083,810,230850,125.71,1.27,14.63,12,2,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
17,24410,1023,540,201,141102,967.89,-0.27,7.23,4,1,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
9,75151,2226,1007,638,172260,350.32,-0.23,5.15,5,5,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
11,25832,3301,1524,951,405126,205.87,1.07,22.36,1,0,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
8,30567,2933,1181,708,555072,145.22,4.4,15.78,3,5,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
19,80776,7706,2106,1034,524238,161.24,2.14,13.43,4,3,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
11,92491,8439,4644,2531,1278155,109.45,3.61,16.88,3,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
11,98397,12628,5776,3166,693354,29.31,6.47,21.92,9,6,3,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
12,82230,8348,4983,2277,1646271,92.67,6.8,18.98,3,4,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
14,47826,4122,1652,1065,570840,156.99,2.41,14.3,1,2,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
29,46720,5184,1143,775,620000,66.78,10.98,15.2,9,6,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
7,32442,1626,436,144,55296,570.08,-0.33,6.8,7,3,2,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
28,41122,2345,724,490,109760,392.61,-0.43,8.65,3,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
11,17753,1977,735,374,258808,155.51,3.45,17.38,9,6,2,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
11,96381,8207,3330,1131,234117,170.12,0.22,13.14,4,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,35752,4207,1141,382,219650,136.28,3.22,16.03,12,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
6,41113,5210,1744,1141,826084,179.85,3.03,19.69,10,1,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
28,14485,902,225,80,57760,3619.71,-0.8,8.33,11,4,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7,29283,1842,1080,444,219780,356.42,0.39,11.49,9,3,2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
25,65463,3238,1782,1163,284935,108.41,1.26,9.45,4,6,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22,87113,4168,2021,1093,525733,76.84,5.26,8.36,9,5,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
25,47472,3749,2031,756,161028,138.58,0.54,13.77,4,5,3,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
9,95685,4370,1596,699,251640,248.12,0.45,6.97,4,3,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30,32707,4836,2407,1220,839360,63.79,9.79,25.88,5,3,2,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
14,90831,6827,3879,1669,851190,152.84,2.34,13.62,6,5,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
5,57016,3846,2192,1463,743204,142.01,2.58,13.16,8,6,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
21,33176,3538,1231,853,582599,318.97,1.14,16.95,10,5,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
9,56658,4977,1848,1077,470649,81.54,4.36,13.95,6,1,1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
30,94904,6241,3546,1370,313730,207.55,0.1,11.76,11,1,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
15,75206,3288,843,270,93420,1086.24,-0.68,5.85,8,1,1,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
26,20012,738,420,163,69112,311.26,0.36,6.6,3,5,2,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
20,40014,1075,514,390,177840,197.07,1.31,4.95,7,4,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
6,23097,3353,1324,611,145418,273.82,-0.13,22.89,7,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
14,39285,2023,516,382,147452,460.04,-0.16,7.44,10,3,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
10,52487,2041,914,347,266843,478.19,0.61,6.29,10,5,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
16,16212,2418,717,257,199432,522.42,0.49,20.92,5,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
8,18777,1882,407,300,122100,992.88,-0.59,13.79,7,6,1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
20,11735,1287,750,295,223315,786.48,-0.04,19.87,8,5,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
17,14116,1515,882,684,190152,192.34,0.45,21.83,7,3,3,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
18,63376,4022,1983,1371,888408,152.79,3.24,11.64,3,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
25,44586,3122,1372,851,383801,129.94,2.47,11.99,5,2,2,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
17,48312,2600,889,589,302746,433.4,0.19,8.44,12,6,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
14,43036,3918,1597,1083,457026,51.21,7.24,15.33,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,92009,10920,5189,4100,1451400,35.44,8.99,21.96,8,4,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14,21609,1661,820,512,158720,239.42,0.29,13.85,6,0,3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
20,39978,1525,538,359,133907,265.56,0.4,6.06,5,6,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
6,66937,7004,2243,1222,724646,242.73,1.44,15.64,11,4,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
11,50144,2466,1289,758,382032,289.43,0.74,9.0,2,0,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
29,84011,8512,2088,1128,628296,241.32,1.31,13.96,1,2,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
12,36020,3155,1644,672,357504,288.4,0.84,15.19,10,2,2,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
22,96653,12820,6668,2585,1509640,86.53,5.75,22.84,7,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
8,77651,6112,3297,1988,999964,122.67,3.1,14.68,11,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
28,31111,3251,1129,778,447350,361.98,0.59,16.58,10,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
28,74387,7161,1565,545,241435,438.51,0.01,12.46,1,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
9,81698,3384,1777,534,203454,298.25,0.28,6.97,7,3,3,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
9,33705,772,270,101,29694,1045.21,-0.72,3.39,7,6,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
9,14196,403,200,79,49059,2804.57,-0.78,4.8,10,0,2,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
14,32269,1498,726,252,176652,605.31,0.16,7.67,1,0,2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14,41413,4845,1565,1125,379125,205.17,0.64,18.19,8,5,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
23,13308,307,135,57,39900,3946.98,-0.82,3.75,6,2,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
25,92222,10664,4189,1343,271286,148.64,0.36,17.56,2,1,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
10,92900,13601,5376,2843,2010001,58.3,11.13,23.49,4,4,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
15,53406,7711,4115,2000,1590000,57.5,12.83,25.89,10,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,69690,6222,3281,2467,742567,22.21,12.55,17.18,11,0,3,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
8,24027,1654,656,217,101556,762.08,-0.39,10.52,6,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
